Candidate,Feature_Set,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__penalty,param_classifier__solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,param_classifier__gamma,param_classifier__kernel,param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__min_child_weight,param_classifier__reg_alpha,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample
Clinical Random Forest,Clinical,0.177307653427124,0.003294202533268311,0.07668800354003906,0.0015017341838246877,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 4, 'classifier__max_features': 0.75, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 4, 'classifier__n_estimators': 180}",0.8,0.3,0.8,0.8888888888888888,0.6666666666666666,0.691111111111111,0.20803608423943915,19,0.9210526315789473,0.9210526315789473,0.9473684210526315,0.9230769230769231,0.9487179487179487,0.9322537112010796,0.012920273840649294,0.75,0.2,0.6666666666666666,0.8,0.6666666666666666,0.6166666666666667,0.2144761058952722,19,0.8823529411764706,0.8823529411764706,0.9375,0.8823529411764706,0.9375,0.9044117647058822,0.027016430986579184,0.75,0.25,1.0,1.0,0.5,0.7,0.291547594742265,17,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.0,0.75,0.2222222222222222,0.8,0.8888888888888888,0.5714285714285714,0.6465079365079365,0.2360822844881224,19,0.9090909090909091,0.9090909090909091,0.9375,0.9090909090909091,0.9375,0.9204545454545455,0.013917555356722617,0.9166666666666667,0.5,0.7500000000000001,0.9500000000000001,0.8,0.7833333333333334,0.15951314818673865,13,0.9943181818181818,0.9914772727272727,0.9943181818181818,0.9918478260869565,0.9918478260869565,0.9927618577075098,0.0012779167150570455,4.0,0.75,3.0,4.0,180.0,,,,,,,,,
Clinical Support Vector Machine,Clinical,0.008438682556152344,0.00020908570466855243,0.014962148666381837,0.000540679520244951,0.0745934328572655,,,,"{'classifier__C': np.float64(0.0745934328572655), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.000541675458324746), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.5416666666666667,0.7916666666666667,1.0,0.85,0.795,0.1478174549909448,11,0.9289772727272727,0.96875,0.9517045454545454,0.9130434782608696,0.9375,0.9399950592885375,0.019068106057212424,,,,,,0.000541675458324746,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008378410339355468,0.0003469638534495222,0.015125417709350586,0.0006959605451839923,7.915074397656218,,,,"{'classifier__C': np.float64(7.915074397656218), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.00042079886696066364), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.6842105263157895,0.8421052631578947,0.6842105263157895,0.6410256410256411,0.7692307692307693,0.7241565452091767,0.07217437470200738,0.0,0.5,0.5,0.0,0.0,0.2,0.24494897427831783,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.12247448713915891,12,0.25,0.625,0.25,0.125,0.4375,0.3375,0.17500000000000002,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.1632993161855452,12,0.4,0.7692307692307693,0.4,0.2222222222222222,0.6086956521739131,0.48002972872538097,0.18945521215071132,0.7916666666666667,0.5416666666666667,0.7916666666666667,1.0,0.85,0.795,0.1478174549909448,11,0.9289772727272727,0.96875,0.9460227272727273,0.9130434782608696,0.9347826086956521,0.9383152173913043,0.018568893528870565,,,,,,0.00042079886696066364,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.007970476150512695,0.00029889500331396047,0.014797306060791016,0.0006052525173201298,0.0060252157362038605,,,,"{'classifier__C': np.float64(0.0060252157362038605), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.006870614282613299), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.5,0.8333333333333334,1.0,0.9,0.805,0.16796163583125498,6,0.9346590909090908,0.9715909090909091,0.9602272727272727,0.9320652173913044,0.9429347826086957,0.9482954545454545,0.015252241163317314,,,,,,0.006870614282613299,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009202718734741211,0.0010847314872880266,0.017298126220703126,0.0028891446649605365,0.04661686413912769,balanced,,,"{'classifier__C': np.float64(0.04661686413912769), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.06796578090758151), 'classifier__kernel': 'rbf'}",0.7,0.5,0.6,0.4444444444444444,0.4444444444444444,0.5377777777777778,0.09903235535625418,17,0.9473684210526315,0.868421052631579,0.7894736842105263,0.41025641025641024,0.41025641025641024,0.6851551956815115,0.22994050595253474,0.5714285714285714,0.42857142857142855,0.5,0.4444444444444444,0.4444444444444444,0.47777777777777775,0.052740468970908415,7,0.8888888888888888,0.7619047619047619,0.6666666666666666,0.41025641025641024,0.41025641025641024,0.6275946275946275,0.19095147490002548,1.0,0.75,1.0,1.0,1.0,0.95,0.09999999999999999,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7272727272727273,0.5454545454545454,0.6666666666666666,0.6153846153846154,0.6153846153846154,0.6340326340326341,0.060498380223807324,3,0.9411764705882353,0.8648648648648649,0.8,0.5818181818181818,0.5818181818181818,0.7539355398178929,0.1474687666271006,0.7916666666666667,0.5,0.7500000000000001,1.0,0.75,0.7583333333333334,0.15898986690282427,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.06796578090758151,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009503030776977539,0.0008190233733701173,0.016962242126464844,0.0015864041416420894,0.001267425589893723,balanced,,,"{'classifier__C': np.float64(0.001267425589893723), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.07726718477963429), 'classifier__kernel': 'rbf'}",0.4,0.4,0.4,0.5555555555555556,0.5555555555555556,0.46222222222222226,0.07620634755325442,19,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.5897435897435898,0.5897435897435898,0.4885290148448044,0.08264135434491156,0.4,0.4,0.4,0.0,0.0,0.24000000000000005,0.19595917942265426,10,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.0,0.0,0.25263157894736843,0.2062728204448992,1.0,1.0,1.0,0.0,0.0,0.6,0.48989794855663565,5,1.0,1.0,1.0,0.0,0.0,0.6,0.48989794855663565,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.34285714285714286,0.27994168488950605,10,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.0,0.0,0.3555555555555555,0.29030989544096925,0.7916666666666667,0.5,0.7500000000000001,1.0,0.75,0.7583333333333334,0.15898986690282427,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.07726718477963429,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.010220718383789063,0.0005741377084911236,0.01738457679748535,0.0007576506315850972,49.29053648241677,balanced,,,"{'classifier__C': np.float64(49.29053648241677), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.000533703276260396), 'classifier__kernel': 'rbf'}",0.9,0.5,0.7,0.8888888888888888,0.7777777777777778,0.7533333333333332,0.14663299276732109,1,0.868421052631579,0.9736842105263158,0.9473684210526315,0.8717948717948718,0.8974358974358975,0.9117408906882591,0.041912340471660675,0.8,0.3333333333333333,0.6,0.8,0.75,0.6566666666666666,0.17751369274259132,1,0.8666666666666667,0.9411764705882353,0.9375,0.7894736842105263,0.875,0.8819633642930856,0.0555469678472006,1.0,0.25,0.75,1.0,0.75,0.75,0.27386127875258304,3,0.8125,1.0,0.9375,0.9375,0.875,0.9125,0.0637377439199098,0.8888888888888888,0.2857142857142857,0.6666666666666666,0.8888888888888888,0.75,0.696031746031746,0.22204641571793535,1,0.8387096774193549,0.9696969696969697,0.9375,0.8571428571428571,0.875,0.8956099008518364,0.04977105799197737,0.8333333333333334,0.6666666666666667,0.7916666666666667,1.0,0.75,0.8083333333333333,0.11055415967851331,5,0.9630681818181818,0.9914772727272728,0.9801136363636364,0.9456521739130435,0.9782608695652174,0.9717144268774703,0.01586172305360652,,,,,,0.000533703276260396,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.010645198822021484,0.0007472411239507797,0.019678783416748048,0.0012390697132876169,0.008260808399079604,balanced,,,"{'classifier__C': np.float64(0.008260808399079604), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.02796485951606245), 'classifier__kernel': 'rbf'}",0.8,0.4,0.8,0.5555555555555556,0.5555555555555556,0.6222222222222221,0.15587269259333494,6,0.868421052631579,0.8947368421052632,0.8157894736842105,0.5897435897435898,0.5897435897435898,0.7516869095816465,0.13464810414816764,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2981423969999719,9,0.7619047619047619,0.8,0.6956521739130435,0.0,0.0,0.4515113871635611,0.3701670297558332,1.0,0.5,1.0,0.0,0.0,0.5,0.4472135954999579,9,1.0,1.0,1.0,0.0,0.0,0.6,0.48989794855663565,0.8,0.4,0.8,0.0,0.0,0.4,0.3577708763999664,8,0.8648648648648649,0.8888888888888888,0.8205128205128205,0.0,0.0,0.5148533148533149,0.420948049245157,0.8333333333333334,0.5,0.7916666666666667,1.0,0.9500000000000001,0.8150000000000001,0.17467430008765203,4,0.9545454545454545,0.9886363636363636,0.9659090909090909,0.9592391304347826,0.9510869565217391,0.9638833992094862,0.013336626734231626,,,,,,0.02796485951606245,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008919572830200196,0.00032739795542209907,0.016034650802612304,0.0004967914013431882,0.0010847546640130735,,,,"{'classifier__C': np.float64(0.0010847546640130735), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.0014618962793704966), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.5833333333333334,0.7916666666666667,1.0,0.85,0.8033333333333333,0.13381164207779364,7,0.9204545454545454,0.96875,0.9545454545454546,0.9184782608695652,0.9375,0.9399456521739131,0.019440051584755653,,,,,,0.0014618962793704966,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008803272247314453,0.0005159471611472068,0.015342473983764648,0.0008651006233261803,1.1462107403425035,balanced,,,"{'classifier__C': np.float64(1.1462107403425035), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.00015369603110608848), 'classifier__kernel': 'rbf'}",0.4,0.4,0.4,0.4444444444444444,0.4444444444444444,0.4177777777777778,0.02177324215807267,20,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.41025641025641024,0.41025641025641024,0.41673414304993245,0.005289046678074335,0.4,0.4,0.4,0.4444444444444444,0.4444444444444444,0.4177777777777778,0.02177324215807267,8,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.41025641025641024,0.41025641025641024,0.41673414304993245,0.005289046678074335,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6153846153846154,0.6153846153846154,0.5890109890109889,0.02153397576073127,5,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5818181818181818,0.5818181818181818,0.5882828282828283,0.005278361735290348,0.875,0.5833333333333334,0.7916666666666667,1.0,0.9,0.8300000000000001,0.14009917122445004,2,0.9204545454545454,0.9659090909090908,0.9431818181818181,0.8994565217391305,0.9266304347826086,0.9311264822134386,0.022326003073168708,,,,,,0.00015369603110608848,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009977340698242188,0.0007231378962637318,0.016022729873657226,0.001044734450238326,73.92266140516048,,,,"{'classifier__C': np.float64(73.92266140516048), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.006672367170464205), 'classifier__kernel': 'rbf'}",0.7,0.5,0.8,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.11946382271747212,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.75,0.5833333333333333,0.14907119849998596,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.25,1.0,0.5,0.75,0.6,0.25495097567963926,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5714285714285714,0.2857142857142857,0.8,0.5,0.75,0.5814285714285714,0.18459000348814966,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7083333333333333,0.5,0.7916666666666667,0.6,0.6500000000000001,0.65,0.09846036991827954,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.006672367170464205,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.011011791229248048,0.003695903457542785,0.020317983627319337,0.003177272348142163,8.43101393208247,,,,"{'classifier__C': np.float64(8.43101393208247), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.003387255565852149), 'classifier__kernel': 'rbf'}",0.6,0.5,0.7,1.0,0.6666666666666666,0.6933333333333332,0.16786237749352229,2,0.8947368421052632,0.9736842105263158,0.8947368421052632,0.8974358974358975,0.9230769230769231,0.9167341430499325,0.03040962290300795,0.5,0.3333333333333333,0.6,1.0,0.6666666666666666,0.6199999999999999,0.22070593809662464,2,0.9285714285714286,0.9411764705882353,0.9285714285714286,0.875,1.0,0.9346638655462185,0.03986285719387593,0.5,0.25,0.75,1.0,0.5,0.6,0.25495097567963926,5,0.8125,1.0,0.8125,0.875,0.8125,0.8625,0.07288689868556626,0.5,0.2857142857142857,0.6666666666666666,1.0,0.5714285714285714,0.6047619047619047,0.2340610614751335,4,0.8666666666666667,0.9696969696969697,0.8666666666666667,0.875,0.896551724137931,0.8949164054336467,0.03895527113243645,0.7083333333333334,0.5416666666666667,0.7500000000000001,1.0,0.75,0.75,0.1467234738471584,16,0.9829545454545454,1.0,0.9857954545454546,0.9809782608695652,0.9809782608695652,0.9861413043478262,0.007150559774257017,,,,,,0.003387255565852149,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.010538959503173828,0.0010517168031964276,0.017517280578613282,0.0021864883918509804,82.4431219090508,,,,"{'classifier__C': np.float64(82.4431219090508), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.00015339162591163628), 'classifier__kernel': 'rbf'}",0.7,0.4,0.7,0.8888888888888888,0.5555555555555556,0.6488888888888888,0.1633900128413493,5,0.8421052631578947,0.9473684210526315,0.9210526315789473,0.8461538461538461,0.8717948717948718,0.8856950067476383,0.04173860214423986,0.6,0.25,0.6,1.0,0.5,0.5900000000000001,0.24166091947189142,4,0.8571428571428571,0.8888888888888888,0.9333333333333333,0.8571428571428571,1.0,0.9073015873015873,0.054113716197238156,0.75,0.25,0.75,0.75,0.25,0.55,0.2449489742783178,8,0.75,1.0,0.875,0.75,0.6875,0.8125,0.11180339887498948,0.6666666666666666,0.25,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.5547619047619048,0.2273279669005716,7,0.8,0.9411764705882353,0.9032258064516129,0.8,0.8148148148148148,0.8518434183709326,0.05893579822385745,0.7083333333333334,0.5416666666666667,0.7500000000000001,1.0,0.6000000000000001,0.72,0.15851743682566208,17,0.9517045454545454,0.9829545454545454,0.9630681818181819,0.9375,0.9673913043478262,0.9605237154150197,0.015262040843822058,,,,,,0.00015339162591163628,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008816146850585937,0.000550810009368742,0.017377948760986327,0.0013490792852680162,1.0907475835157696,,,,"{'classifier__C': np.float64(1.0907475835157696), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.006338653441536257), 'classifier__kernel': 'rbf'}",0.7,0.4,0.7,0.6666666666666666,0.5555555555555556,0.6044444444444445,0.11517029795422165,7,0.8421052631578947,0.868421052631579,0.8947368421052632,0.7692307692307693,0.8461538461538461,0.8441295546558705,0.04187886814894169,0.6666666666666666,0.25,0.6,1.0,0.0,0.5033333333333333,0.34647430560496756,6,1.0,0.9230769230769231,1.0,0.8888888888888888,1.0,0.9623931623931625,0.04731060684819846,0.5,0.25,0.75,0.25,0.0,0.35,0.25495097567963926,11,0.625,0.75,0.75,0.5,0.625,0.65,0.09354143466934853,0.5714285714285714,0.25,0.6666666666666666,0.4,0.0,0.37761904761904763,0.236851992208535,9,0.7692307692307693,0.8275862068965517,0.8571428571428571,0.64,0.7692307692307693,0.7726381205001894,0.07453379610463688,0.7500000000000001,0.5416666666666667,0.7916666666666667,1.0,0.9,0.7966666666666667,0.15443445211480497,9,0.9318181818181818,0.9801136363636364,0.9602272727272727,0.9347826086956522,0.9456521739130435,0.9505187747035574,0.017838910665748837,,,,,,0.006338653441536257,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008595132827758789,0.0004926314646728944,0.0160003662109375,0.0011467698762990248,0.0011649969967638908,,,,"{'classifier__C': np.float64(0.0011649969967638908), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.7286653737491037), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.41666666666666663,0.5416666666666666,0.8500000000000001,0.65,0.6166666666666666,0.1423024947075771,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.7286653737491037,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.008766078948974609,0.00014025860041808183,0.015138006210327149,0.0008685093804597252,11.015056790269638,,,,"{'classifier__C': np.float64(11.015056790269638), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.00011584172310543988), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.5416666666666667,0.7916666666666667,1.0,0.85,0.795,0.1478174549909448,11,0.9289772727272727,0.96875,0.9460227272727273,0.9130434782608696,0.9347826086956521,0.9383152173913043,0.018568893528870565,,,,,,0.00011584172310543988,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009091949462890625,0.00031232326445206884,0.015935373306274415,0.0007001429952442921,0.014271483774997193,balanced,,,"{'classifier__C': np.float64(0.014271483774997193), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.005762487216478602), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.4444444444444444,0.4444444444444444,0.5377777777777778,0.07620634755325442,17,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.41025641025641024,0.41025641025641024,0.5114709851551956,0.08264135434491156,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.17777777777777776,0.21773242158072695,12,0.0,0.0,0.0,0.41025641025641024,0.41025641025641024,0.1641025641025641,0.20098377376682486,0.0,0.0,0.0,1.0,1.0,0.4,0.48989794855663565,10,0.0,0.0,0.0,1.0,1.0,0.4,0.48989794855663565,0.0,0.0,0.0,0.6153846153846154,0.6153846153846154,0.24615384615384617,0.30147566065023734,11,0.0,0.0,0.0,0.5818181818181818,0.5818181818181818,0.23272727272727273,0.2850315337056789,0.875,0.5,0.8333333333333334,1.0,0.9500000000000001,0.8316666666666667,0.1756258649642599,1,0.9232954545454546,0.9744318181818181,0.9460227272727273,0.9130434782608696,0.9293478260869565,0.9372282608695652,0.02145961495582073,,,,,,0.005762487216478602,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009100532531738282,0.00033809431139393185,0.0159512996673584,0.0008948025890998941,0.00407559644007287,,,,"{'classifier__C': np.float64(0.00407559644007287), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.215168972980833), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.45833333333333337,0.6666666666666667,0.8500000000000001,0.75,0.6783333333333333,0.12905640455070627,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.215168972980833,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.009363794326782226,0.0010183580960561665,0.01593017578125,0.0008097652074318691,0.007359075652019385,,,,"{'classifier__C': np.float64(0.007359075652019385), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.0010842262717330165), 'classifier__kernel': 'rbf'}",0.6,0.6,0.6,0.5555555555555556,0.5555555555555556,0.5822222222222221,0.02177324215807267,8,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5897435897435898,0.5897435897435898,0.5832658569500675,0.005289046678074334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.5833333333333334,0.7916666666666667,1.0,0.85,0.8033333333333333,0.13381164207779364,7,0.9204545454545454,0.96875,0.9517045454545454,0.9130434782608696,0.9402173913043478,0.9388339920948617,0.02032479829549676,,,,,,0.0010842262717330165,rbf,,,,,,,
Clinical Support Vector Machine,Clinical,0.010069942474365235,0.0014886751043204527,0.017330121994018555,0.002867845028699863,2.0540519425388455,balanced,,,"{'classifier__C': np.float64(2.0540519425388455), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.005019072833961319), 'classifier__kernel': 'rbf'}",0.7,0.4,0.8,0.8888888888888888,0.6666666666666666,0.691111111111111,0.16516359267610706,3,0.8157894736842105,0.9473684210526315,0.8947368421052632,0.8717948717948718,0.8717948717948718,0.8802968960863697,0.04245674947851159,0.6,0.25,0.6666666666666666,0.8,0.6666666666666666,0.5966666666666666,0.18511257835886427,3,0.7647058823529411,0.8888888888888888,0.8333333333333334,0.7619047619047619,0.8666666666666667,0.8230999066293183,0.05193396499027966,0.75,0.25,1.0,1.0,0.5,0.7,0.291547594742265,4,0.8125,1.0,0.9375,1.0,0.8125,0.9125,0.08477912478906585,0.6666666666666666,0.25,0.8,0.8888888888888888,0.5714285714285714,0.6353968253968254,0.22133815073667112,2,0.7878787878787878,0.9411764705882353,0.8823529411764706,0.8648648648648649,0.8387096774193549,0.8629965483855427,0.05044361372630056,0.7500000000000001,0.5833333333333334,0.7500000000000001,1.0,0.9,0.7966666666666666,0.14275075403575901,10,0.9488636363636362,0.9829545454545454,0.9659090909090909,0.9184782608695652,0.9592391304347826,0.955088932806324,0.02140041095607827,,,,,,0.005019072833961319,rbf,,,,,,,
